N;CODIGO;CICLO;CURSO;ESP;HT;HP;TH;CRD;REQUE
1;;I;COMPRENSIÓN Y ARGUMENTACIÓN;0;3;2;5;4;Null
2;;I;PENSAMIENTO RACIONAL Y ÉTICA;0;2;2;4;3;Null
3;;I;MATEMÁTICA BÁSICA;0;3;2;5;4;Null
4;;I;TALLER DE INNOVACIÓN Y EMPRENDIMIENTO;0;2;2;4;3;Null
5;;I;ECOLOGÍA Y DESARROLLO SOSTENIBLE;0;2;2;4;3;Null
6;;I;DISEÑO DE INGENIERÍA;0;1;2;3;2;Null
7;;I;FÍSICA I;0;3;2;5;4;Null
8;;II;ESTADÍSTICA;0;3;2;5;4;Null
9;;II;CÁLCULO DIFERENCIAL;0;3;2;5;4;Null
10;;II;MATEMÁTICA BÁSICA APLICADA;0;4;2;6;5;Null
11;;II;LENGUAJES DE PROGRAMACIÓN I;0;3;2;5;4;Null
12;;II;TECNOLOGÍA ELECTRÓNICA;0;2;2;4;3;Null
13;;II;FÍSICA II;0;3;2;5;4;Null
14;;III;EPISTEMOLOGÍA;0;2;2;4;3;Null
15;;III;FÍSICA III;0;4;2;6;5;Null
16;;III;LENGUAJES DE PROGRAMACIÓN II;0;4;2;6;5;Null
17;;III;ANÁLISIS DE CIRCUITOS ELÉCTRICOS I;0;4;2;6;5;Null
18;;III;CÁLCULO APLICADO DE LA INGENIERÍA ELECTRÓNICA I;0;4;2;6;5;Null
19;;III;LABORATORIO DE ELECTRÓNICA I;0;0;2;2;1;Null
20;;IV;SEGURIDAD Y DEFENSA NACIONAL;0;2;2;4;3;Null
21;;IV;FÍSICA APLICADA A LA INGENIERÍA ELECTRÓNICA;0;4;2;6;5;Null
22;;IV;ANÁLISIS DE CIRCUITOS ELÉCTRICOS II;0;4;2;6;5;Null
23;;IV;DISPOSITIVOS ELECTRÓNICOS;0;4;2;6;5;Null
24;;IV;CÁLCULO APLICADO DE LA INGENIERÍA ELECTRÓNICA II;0;4;2;6;5;Null
25;;IV;LABORATORIO DE ELECTRÓNICA II;0;0;2;2;1;Null
26;;V;MÁQUINAS ELÉCTRICAS;0;3;2;5;4;Null
27;;V;CIRCUITOS ELECTRÓNICOS I;0;4;2;6;5;Null
28;;V;SISTEMAS DIGITALES I;0;4;2;6;5;Null
29;;V;TELECOMUNICACIONES I;0;4;2;6;5;Null
30;;V;PROPAGACIÓN Y RADIACIÓN ELECTROMAGNÉTICA;0;3;2;5;4;Null
31;;V;LABORATORIO DE ELECTRÓNICA III;0;0;2;2;1;Null
32;;VI;CIRCUITOS ELECTRÓNICOS II;0;3;2;5;4;Null
33;;VI;TEORÍA DE CONTROL AUTOMÁTICO I;0;4;2;6;5;Null
34;;VI;SISTEMAS DIGITALES II;0;3;2;5;4;Null
35;;VI;TELECOMUNICACIONES II;0;4;2;6;5;Null
36;;VI;INSTALACIÓN Y SUMINISTRO ELÉCTRICO;0;2;2;4;3;Null
37;;VI;LABORATORIO DE TELECOMUNICACIONES;0;0;2;2;1;Null
38;;VI;INGLÉS TÉCNICO;0;2;0;2;2;Null
39;;VII;MEDIOS DE TRANSMISIÓN Y ANTENAS;0;2;2;4;3;Null
40;;VII;ELECTRÓNICA DE POTENCIA;0;3;2;5;4;Null
41;;VII;CIRCUITOS DE RADIOFRECUENCIA;0;3;2;5;4;Null
42;;VII;DISPOSITIVOS IOT;0;3;2;5;4;Null
43;;VII;REDES DE COMUNICACIONES;0;3;2;5;4;Null
44;;VII;TEORÍA DE CONTROL AUTOMÁTICO II;0;4;2;6;5;Null
45;;VIII;ARQUITECTURA DE REDES DE COMUNICACIONES;0;3;2;5;4;Null
46;;VIII;AUTÓMATAS PROGRAMABLES;0;3;2;5;4;Null
47;;VIII;PROYECTOS ELECTRÓNICOS;0;2;2;4;3;Null
48;;VIII;COMUNICACIONES FIJAS;0;2;2;4;3;Null
49;;VIII;TEORÍA DE CONTROL AUTOMÁTICO III;0;2;2;4;3;Null
50;;VIII;SISTEMAS DE TELEVISIÓN DIGITAL Y RADIODIFUSIÓN;0;2;2;4;3;Null
51;;VIII;PROGRAMACIÓN EN DISPOSITIVOS MÓVILES;0;2;2;4;3;Null
52;;VIII;TEORÍA DE LA INFORMACIÓN;0;2;2;4;3;Null
53;;VIII;INSTRUMENTACIÓN INDUSTRIAL;0;2;2;4;3;Null
54;;VIII;SEGURIDAD INDUSTRIAL Y CONFIABILIDAD;0;2;2;4;3;Null
55;;VIII;INSTALACIONES ELECTRÓNICAS INDUSTRIALES;0;2;2;4;3;Null
56;;IX;COMUNICACIONES MÓVILES;0;3;2;5;4;Null
57;;IX;INSTRUMENTACIÓN Y TECNOLOGÍA BIOMÉDICA;0;3;2;5;4;Null
58;;IX;SEGURIDAD EN REDES DE DATOS;0;2;2;4;3;Null
59;;IX;TEORÍA DE CONTROL AUTOMÁTICO AVANZADO;0;2;2;4;3;Null
60;;IX;MICROONDAS Y COMUNICACIONES SATELITALES;0;2;2;4;3;Null
61;;IX;CIBER SEGURIDAD;0;2;2;4;3;Null
62;;IX;INTELIGENCIA ARTIFICIAL;0;2;2;4;3;Null
63;;IX;ACTUADORES Y ACCIONAMIENTOS;0;2;2;4;3;Null
64;;IX;SISTEMAS DE CONTROL DISTRIBUIDO;0;2;2;4;3;Null
65;;IX;LABORATORIO LÓGICO INDUSTRIAL;0;2;2;4;3;Null
66;;IX;GESTIÓN DE EMPRESAS ELECTRÓNICAS;0;2;2;4;3;Null
67;;X;PROCESAMIENTO DIGITAL DE SEÑALES E IMÁGENES;0;4;2;6;5;Null
68;;X;PRÁCTICA PREPROFESIONAL;0;0;4;4;2;Null
