N;CICLO;CODIGO;CURSO;ESP;HT;HP;TH;CRD;REQUE
58;IX;AMUS321;INSTRUMENTO PRINCIPAL AVANZADO III;6;0;8;8;4;AMUS316
59;IX;AMUS322;COMPOSICIÓN MUSICAL II;6;3;0;3;3;AMUS318
60;IX;AMUS323;DIRECCIÓN MUSICAL II;6;3;0;3;3;AMUS319
61;IX;AMUS324;HISTORIA DE LA MÚSICA PUNEÑA Y ORGANOLOGÍA DE LOS INSTRUMENTOS NATIVOS;6;4;0;4;4;NINGUNO
62;IX;AMUS325;PRÁCTICAS PRE PROFESIONALES I;6;4;4;8;6;NINGUNO
63;IX;AMUS326;INVESTIGACIÓN MUSICAL II;6;4;0;4;4;AMUS320
64;X;AMUS327;INSTRUMENTO PRINCIPAL AVANZADO IV;6;4;4;8;6;AMUS321
65;X;AMUS328;PRÁCTICAS PRE PROFESIONALES II;6;6;8;14;10;AMUS325
66;X;AMUS329;INVESTIGACIÓN MUSICAL III;6;4;0;4;4;AMUS326
67;X;AMUS330;PROMOCIÓN CULTURAL MUSICAL;6;4;0;4;4;NINGUNO
68;X;AMUS329;TRABAJO DE INVESTIGACIÓN;6;4;0;4;4;AMUS326
