N;CODIGO;CICLO;CURSO;ESP;HT;HP;TH;CRD;REQUE
72;72;IX;SEGURIDAD EN REDES DE COMPUTADORES;3;2;2;4;3;NINGUNO
73;73;IX;REDES MÓVILES E INALÁMBRICAS;3;2;2;4;3;NINGUNO
74;74;IX;OPTIMIZACIÓN DE SISTEMAS;4;4;2;6;5;NINGUNO
75;75;IX;DINÁMICA DE SISTEMAS;4;2;2;4;3;NINGUNO
76;76;IX;SISTEMAS LOGÍSTICOS;4;2;2;4;3;NINGUNO
77;77;X;MARKETING Y NEGOCIOS;0;2;2;4;3;NINGUNO
78;78;X;NUEVOS MODELOS DE NEGOCIOS;0;2;2;4;3;NINGUNO
79;79;X;PROGRAMACIÓN PARA COMPETICIÓN AVANZADO;0;2;2;4;3;NINGUNO
80;80;X;SEMINARIO DE TESIS;0;0;4;4;2;NINGUNO
81;81;X;PRACTICA PRE-PROFESIONAL II;0;0;4;4;2;64
82;82;X;GERENCIA DE PROYECTOS DE TECNOLOGÍAS DE LA INFORMACIÓN;1;4;0;4;4;NINGUNO
83;83;X;MINERÍA DE DATOS;1;2;2;4;3;NINGUNO
84;84;X;SISTEMAS DE INFORMACIÓN DISTRIBUIDOS;1;2;2;4;3;NINGUNO
85;85;X;TALLER DE IMPLEMENTACIÓN DE SISTEMAS DE INFORMACIÓN CORPORATIVOS;1;4;2;6;5;NINGUNO
86;86;X;PROYECTOS DE SOFTWARE II;2;4;2;6;5;NINGUNO
87;87;X;INTEGRACIÓN DE SISTEMAS DE SOFTWARE;2;2;2;4;3;NINGUNO
88;88;X;TÓPICOS AVANZADOS EN DESARROLLO DE SOFTWARE;2;2;2;4;3;NINGUNO
89;89;X;EVALUACIÓN Y PRUEBAS DE SOFTWARE;2;4;0;4;4;NINGUNO
90;90;X;GESTIÓN AVANZADA DE REDES DE COMPUTADORES Y SEGURIDAD;3;4;0;4;4;NINGUNO
91;91;X;RUTEO Y MULTIPLEXACIÓN AVANZADA;3;4;2;6;5;NINGUNO
92;92;X;TÓPICOS AVANZADOS EN REDES;3;2;2;4;3;NINGUNO
93;93;X;GERENCIA DE PROYECTOS DE REDES Y TELECOMUNICACIONES;3;2;2;4;3;NINGUNO
94;94;X;PLANIFICACIÓN ESTRATÉGICA DE TECNOLOGÍAS DE INFORMACIÓN;4;4;0;4;4;NINGUNO
95;95;X;INTELIGENCIA DE NEGOCIOS;4;4;2;6;5;NINGUNO
96;96;X;REINGENIERÍA DE PROCESOS;4;2;2;4;3;NINGUNO
97;97;X;ADMINISTRACIÓN DE OPERACIONES;4;2;2;4;3;NINGUNO
98;SIS410;X;TRABAJO DE INVESTIGACIÓN;;0;4;4;2;NINGUNO
