N;CODIGO;CICLO;CURSO;ESP;HT;HP;TH;CRD;REQUE
44;44;VII;VALORACION Y COMERCIALIZACION DE PRODUCTOS MINEROS METALURGICOS;0;2;2;4;3;NINGUNO
45;45;VII;ENSAYOS NO DESTRUCTIVOS;0;2;2;4;3;NINGUNO
46;46;VIII;CONCENTRACION DE MINERALES II;0;3;2;5;4;39
47;47;VIII;PIROMETALURGIA;0;3;2;5;4;NINGUNO
48;48;VIII;REFINACION DEL ORO Y PLATA;0;3;2;5;4;41
49;49;VIII;CORROSION Y RECUBRIMIENTOS ELECTROLITICOS;0;2;4;6;4;40
50;50;VIII;FUNDICION Y MOLDEO;0;3;2;5;4;NINGUNO
51;51;VIII;CERAMICA Y REFRACTARIOS;0;2;2;4;3;NINGUNO
52;52;VIII;METALURGIA DE LOS NO METALICOS;0;2;2;4;3;NINGUNO
53;53;IX;OPERACIONES Y PROCESOS AUXILIARES EN PLANTAS CONCENTRADORAS;0;2;2;4;3;46
54;54;IX;METODOLOGIA DE INVESTIGACION;0;2;2;4;3;NINGUNO
55;55;IX;PROCESOS DE REDUCCION Y ACERIA;0;3;2;5;4;50
56;56;IX;MODELAMIENTO Y SIMULACION DE PROCESOS METALURGICOS;0;2;2;4;3;9
57;57;IX;DISEÑO Y CONSTRUCCION DE EQUIPO Y MAQUINARIA METALURGICA;0;3;2;5;4;34
58;58;IX;GESTION EMPRESARIAL DE LA PRODUCCION METALURGICA;0;2;2;4;3;NINGUNO
59;59;IX;LIDERAZGO Y FORMACION PROFESIONAL;0;2;2;4;3;NINGUNO
60;60;X;TRATAMIENTOS TERMICOS;0;2;2;4;3;55
61;61;X;MECANIZACION DE METALES;0;3;2;5;4;55
62;62;X;PROYECTOS DE INGENIERIA METALURGICA;0;2;2;4;3;54
63;63;X;JOYERIA;0;2;4;6;4;48
64;64;X;DISEÑOS EXPERIMENTALES;0;1;4;5;3;56
65;65;X;PRACTICAS PRE PROFESIONALES;0;1;2;3;2;186
66;66;X;GEOMETALURGIA;0;1;2;3;2;NINGUNO
67;67;X;MICROSCOPIA DE MINERALES;0;1;2;3;2;NINGUNO
68;MET219;X;TRABAJO DE INVESTIGACIÓN;;1;2;3;2;54
